Title,Year,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+
Supervolcano,2005,6.7,0,True,False,False,False
Yu-Gi-Oh! Zexal,2011,4.8,0,True,True,True,False
Friday Night Tykes,2014,6.8,0,True,False,False,False
Horrid Henry,2006,6.1,0,True,False,True,False
Go Back To Where You Came From,2011,8.1,0,True,False,False,False
Swift and Shift Couriers,2008,7.6,0,True,False,False,False
Bare Knuckle Fight Club,2017,6.9,0,True,False,False,False
Kuromukuro,2016,7.2,0,True,False,False,False
Booba,2014,7.1,0,True,False,True,False
Burnistoun,2009,7.9,0,True,False,False,False
Rosario Tijeras,2016,5.9,0,True,False,False,False
Project Mc²,2015,6.0,0,True,False,False,False
Campus,2009,7.4,0,True,False,False,False
Historical Roasts,2019,5.3,0,True,False,False,False
Total Drama Action,2009,0.0,0,True,False,False,False
Goldie & Bear,2015,6.4,0,True,False,False,False
45 RPM,2019,7.3,0,True,False,False,False
Turbo FAST,2013,6.6,0,True,False,False,False
Storage Wars: Northern Treasures,2017,5.7,0,True,False,True,False
What Happens to My Family?,2014,8.4,0,True,False,False,False
Inside the Criminal Mind,2018,5.4,0,True,True,False,False
Estocolmo,2016,5.8,0,True,False,False,False
Bala Loca,2016,8.1,0,True,False,False,False
Ingress: The Animation,2018,6.5,0,True,False,False,False
Nature's Weirdest Events,2012,6.8,0,True,False,False,False
My Little Pony: Equestria Girls,2017,6.5,0,True,False,False,False
Snow Wolf Family and Me,2014,8.2,0,True,False,False,False
The Good Cop,2015,7.5,0,True,False,False,False
Monty Python's Fliegender Zirkus,1972,8.2,0,True,False,False,False
My Only Love Song,2017,6.7,0,True,False,False,False
21 Thunder,2017,6.2,0,True,False,False,False
Sugar Rush Christmas,2019,6.8,0,True,False,False,False
Tong: Memories,2016,7.7,0,True,False,False,False
Smoking,2018,7.5,0,True,False,False,False
Heavy Rescue: 401,2017,6.9,0,True,False,False,False
LEGO Friends,2012,5.2,0,True,True,True,False
Fall In Love With Me,2014,7.1,0,True,False,False,False
Bat Pat,2016,0.0,0,True,False,True,False
Ainori Love Wagon: Asian Journey,2017,6.9,0,True,False,False,False
The Magic School Bus Rides Again,2017,6.2,0,True,False,False,False
Criminal: Germany,2019,0.0,0,True,False,False,False
Strawberry Shortcake's Berry Bitty Adventures,2010,6.1,0,True,False,False,False
Wonders of the Monsoon,2014,8.1,0,True,False,False,False
Hyori's Bed and Breakfast,2017,8.5,0,True,False,False,False
The Prince Who Turns into a Frog,2005,7.2,0,True,False,False,False
Love O2O,2016,8.0,0,True,False,False,False
Zig and Sharko,2011,6.8,0,True,False,False,False
Some Assembly Required,2014,3.5,0,True,False,True,False
Anjaan: Rural Myths,2018,6.1,0,True,False,False,False
Afflicted,2018,4.9,0,True,False,False,False
Baby Daddy,2015,6.0,78,True,False,False,False
Romance of Our Parents,2014,7.6,0,True,False,False,False
Fantastic,2016,7.3,0,True,False,False,False
Strong,2016,7.3,0,True,False,False,False
Battlefish,2018,7.2,0,True,False,False,False
VeggieTales in the City,2017,6.1,0,True,False,False,False
Chug,2014,8.1,0,True,False,False,False
Grizzy & the Lemmings,2016,6.6,0,True,False,False,False
Six Windows in the Desert,2020,3.9,0,True,False,False,False
Apaches,2015,6.9,0,True,False,False,False
Crime Diaries: Night Out,2019,7.8,0,True,False,False,False
Puerta 7,2020,5.5,0,True,False,False,False
Pacto de Sangue,2018,7.0,0,True,False,False,False
Lockdown,2006,7.3,0,True,False,False,False
Fate/EXTRA Last Encore,2018,5.3,0,True,False,False,False
Living Undocumented,2019,6.3,0,True,False,False,False
Dawn of the Croods,2015,5.9,0,True,False,False,False
Spirit Riding Free: Riding Academy,2020,7.1,0,True,False,False,False
The New Adventures of Figaro Pho,2015,7.1,0,True,True,False,False
StarBeam,2020,7.2,0,True,False,False,False
Goodbye Mr. Black,2016,6.8,0,True,False,False,False
Monster Fish,2007,6.7,0,True,True,False,False
Ocean Mysteries with Jeff Corwin,2011,8.2,0,True,False,True,False
Spectros,2020,4.4,0,True,False,False,False
revisions,2019,6.1,0,True,False,False,False
The Mortified Guide,2018,7.8,0,True,False,False,False
Dragons: Rescue Riders,2019,6.4,0,True,False,False,False
Conspiracy,2015,6.3,0,True,False,False,False
Real Rob,2015,6.4,0,True,False,False,False
Too Young to Die,2012,7.2,0,True,False,False,False
World's Busiest Cities,2017,7.3,0,True,False,False,False
White Nights,2016,7.0,0,True,False,False,False
Canada's Worst Handyman,2006,4.6,0,True,False,False,False
A Taiwanese Tale of Two Cities,2018,6.3,0,True,False,False,False
Hotel Transylvania,2017,5.3,0,True,False,False,False
Tales of Irish Castles,2015,7.3,0,True,False,False,False
India's Frontier Railways,2015,7.9,0,True,False,False,False
Prisoner Zero,2016,7.8,0,True,False,False,False
Sniffer,2013,6.6,0,True,False,True,False
Magmel of the Sea Blue,2019,6.2,0,True,False,False,False
Razia Sultan,2015,5.7,0,True,False,False,False
Really Me!,2011,5.3,0,True,False,False,False
The Unremarkable Juanquini,2020,4.1,0,True,False,False,False
The Who Was? Show,2018,6.5,0,True,False,False,False
Age of Rebellion,2018,8.6,0,True,False,False,False
Lo que la verdad esconde: El caso Asunta,2017,7.4,0,True,False,False,False
Castlevania: Hymn of Blood,2012,7.8,0,True,False,False,False
Age of Glory,2016,7.7,0,True,False,False,False
We Speak Dance,2018,7.5,0,True,False,False,False
Ninja Turtles: The Next Mutation,1997,4.4,0,True,False,False,False
Don't Watch This,2018,3.2,0,True,False,False,False
Saving Mrs. Go Bong Shil,2011,7.5,0,True,False,False,False
The Mekong River with Sue Perkins,2014,7.7,0,True,False,False,False
Monty Python's Personal Best,2006,8.0,0,True,False,False,False
Fire Chasers,2017,6.6,0,True,False,False,False
Ainori Love Wagon: African Journey,2020,7.4,0,True,False,False,False
Pacific Heat,2016,5.7,17,True,False,False,False
72 Dangerous Places to Live,2016,6.4,0,True,False,False,False
A Cook Abroad,2015,7.4,0,True,False,False,False
The Investigator: A British Crime Story,2016,5.7,0,True,False,False,False
Mythomanic,2019,6.8,0,True,False,False,False
Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,6.6,0,True,False,False,False
Hello Ninja,2019,7.5,0,True,False,False,False
Murderous Affairs,2016,6.7,0,True,False,False,False
Exhibit A,2019,6.2,0,True,False,False,False
Extreme Engagement,2019,5.5,0,True,False,False,False
Cupcake & Dino - General Services,2018,7.5,0,True,False,False,False
Earth to Luna!,2014,7.4,0,True,False,True,False
The Great Escape,2012,5.8,0,True,False,False,False
Can We Get Married?,2012,6.7,0,True,False,False,False
Super Monsters,2017,6.7,0,True,False,False,False
HaMossad: Sipur Kisuy,2017,7.6,0,True,False,False,False
Lucid Dream,2017,6.1,0,True,False,False,False
Death by Magic,2018,6.1,0,True,False,False,False
Khotey Sikkey,2011,7.3,0,True,False,False,False
Japanese Style Originator,2008,8.2,0,True,False,False,False
Singles Villa,2015,7.5,0,True,False,False,False
I Am the Ambassador,2014,7.2,0,True,False,False,False
The Degenerates,2018,6.1,0,True,False,False,False
Larry Charles' Dangerous World of Comedy,2019,7.3,0,True,False,False,False
Boca Juniors Confidential,2018,6.5,0,True,False,False,False
Under Arrest,2016,7.3,0,True,False,False,False
"Three Wives, One Husband",2018,6.5,0,True,False,False,False
ReBoot: The Guardian Code,2018,3.7,0,True,False,False,False
Bangkok รัก Stories 2 ตอน ไม่เดียงสา,2018,6.9,0,True,False,False,False
The Road Trick,2017,6.8,0,True,False,False,False
Julius Jr.,2014,5.4,0,True,False,False,False
Becoming Champions,2018,6.7,0,True,False,False,False
Carver Kings,2015,8.2,0,True,False,False,False
YG Future Strategy Office,2018,7.1,0,True,False,False,False
The Many Faces of Ito,2017,6.7,0,True,False,False,False
Age Gap Love,2014,5.8,0,True,False,False,False
Three Days of Christmas,2019,6.8,0,True,False,False,False
Empire Games,2018,5.6,0,True,False,False,False
All About the Washingtons,2018,4.2,40,True,False,False,False
Nurses Who Kill,2016,5.9,0,True,False,True,False
Black Hollywood: 'They've Gotta Have Us',2018,7.4,0,True,False,False,False
Team Kaylie,2019,4.2,0,True,False,False,False
Lo Que la Vida Me Robó,2013,0.0,0,True,False,False,False
Wake Up,2015,7.0,0,True,False,False,False
Dino Girl Gauko,2019,7.1,0,True,False,False,False
Liquid Science,2017,6.4,0,True,False,False,False
Ocean Giants,2011,8.2,0,True,False,False,False
Idiotest,2014,5.7,0,True,False,False,False
Jamie and Jimmy's Food Fight Club,2012,6.9,0,True,False,False,False
Drug Squad: Costa del Sol,2019,6.6,0,True,False,False,False
Skin Wars: Fresh Paint,2016,6.2,0,True,False,False,False
A Thousand Goodnights,2019,0.0,0,True,False,False,False
My Runway,2016,6.2,0,True,False,False,False
Africa's Deadliest,2011,6.9,0,True,False,False,False
The Rap Game,2016,5.3,0,True,True,False,False
Mob Psycho 100,2018,5.1,0,True,False,False,False
Flinch,2019,4.0,0,True,False,False,False
Afghanistan: The Great Game,2012,7.6,0,True,False,False,False
Dinotrux: Supercharged,2017,7.1,0,True,False,False,False
"Noddy, Toyland Detective",2016,7.0,0,True,False,False,False
Inspector Gadget,2015,4.4,0,True,False,False,False
Singapore Social,2019,6.6,0,True,False,False,False
Camelia La Texana,2014,7.6,0,True,False,False,False
Word Party,2016,6.2,0,True,False,False,False
Weekend Aristocrats,2013,0.0,0,True,False,False,False
Clangers,2015,7.7,0,True,False,False,False
Hoff the Record,2015,6.9,0,True,False,True,False
Bindi's Bootcamp,2012,6.2,0,True,False,False,False
Best.Worst.Weekend.Ever.,2018,6.3,0,True,False,False,False
Slobby's World,2017,5.8,0,True,False,False,False
Chosen,2018,5.5,0,True,False,False,False
Popples,1986,6.4,0,True,False,False,False
The Goop Lab,2020,2.3,31,True,False,False,False
The Hairy Bikers' Asian Adventure,2014,6.9,0,True,False,False,False
The Fierce Wife,2010,6.7,0,True,False,False,False
Top 10 Secrets and Mysteries,2016,5.1,0,True,False,False,False
The Gods of Wheat Street,2014,8.2,0,True,False,False,False
Brown Nation,2016,6.9,0,True,False,False,False
Charlie's Colorforms City,2019,8.0,0,True,False,False,False
Tayee,2018,8.1,0,True,False,False,False
El Cartel 2,2010,6.8,0,True,False,False,False
Westside,2018,5.8,20,True,False,False,False
What is Love,2012,7.0,0,True,False,False,False
The Little Nyonya,2008,0.0,0,True,False,False,False
Traffic Cops,2003,7.2,0,True,False,False,False
44 Cats,2019,6.4,0,True,False,False,False
Ghost Town Gold,2012,7.0,0,True,False,False,False
Clash of the Collectables,2017,7.3,0,True,False,False,False
The In-Laws,2003,5.7,34,True,False,False,False
Border Patrol,2002,0.0,0,True,False,False,False
Last Hope,2018,5.8,0,True,False,False,False
The Hollywood Masters,2017,7.1,0,True,False,False,False
Birdie Buddy,2011,7.4,0,True,False,False,False
The Paper,2008,6.5,0,True,False,False,False
Home: Adventures with Tip & Oh,2016,5.8,0,True,False,False,False
The Motorbike Show,2011,8.4,0,True,False,False,False
"Love, Now",2007,6.1,0,True,False,False,False
My Husband Won't Fit,2019,6.7,0,True,False,False,False
Rimba Racer,2015,8.1,0,True,False,False,False
Court Justice: Sydney,2017,7.0,0,True,False,False,False
The Casketeers,2018,7.1,0,True,False,False,False
Kong: King of the Apes,2016,5.8,0,True,False,False,False
The Dandy,2015,5.9,0,True,False,False,False
Panda and Hedgehog,2012,6.1,0,True,False,False,False
A Man Called God,2010,5.8,0,True,False,False,False
The Judgement,2018,6.8,0,True,False,False,False
Animal Airport,2012,7.9,0,True,False,False,False
Eugenie Nights - ليالي أوجيني,2018,7.6,0,True,False,False,False
Nailed It! France,2019,6.4,0,True,False,False,False
Cromo,2015,6.8,0,True,False,False,False
House Doctor,1998,4.8,0,True,False,False,False
The Last Nazis,2009,6.6,0,True,False,False,False
Crime Time,2018,6.6,0,True,False,False,False
Happy Jail,2019,8.0,0,True,False,False,False
All About Love,2010,6.3,0,True,False,False,False
Blazing Transfer Students,2017,7.3,0,True,False,False,False
72 Cutest Animals,2016,5.7,0,True,False,False,False
The Unknown Hitman: The Story of El Cholo Adrián,2017,7.2,0,True,False,False,False
Terrorism Close Calls,2018,5.8,0,True,False,False,False
Robocar Poli,2011,6.4,0,True,False,False,False
La Esquina del Diablo,2015,7.8,0,True,False,False,False
Gunslinger Girl: Il Teatrino,2008,7.0,0,True,False,False,False
Agent,2019,6.4,0,True,False,False,False
Voice,2009,7.4,0,True,False,False,False
Mahi Way,2010,7.8,0,True,False,False,False
Narcoworld: Dope Stories,2019,6.6,0,True,False,False,False
The Good Bandit,2019,7.4,0,True,False,False,False
Reno My Reno,2015,8.3,0,True,False,False,False
Follow This,2018,4.8,0,True,False,False,False
Fugitiva,2018,5.6,0,True,False,False,False
Jack Hanna's Into the Wild,2007,7.7,0,True,True,False,False
Tijuana,2019,7.1,0,True,False,False,False
No Time for Shame,2019,5.3,0,True,False,False,False
Lily's Driftwood Bay,2014,7.9,0,True,False,False,False
Blood & Treasures,2016,8.0,0,True,False,False,False
Tamra Island,2009,7.5,0,True,False,False,False
Polly Pocket,2018,6.4,0,True,True,False,False
Tiffany Haddish Presents: They Ready,2019,6.3,0,True,False,False,False
Delhis vackraste händer,2017,7.0,0,True,False,False,False
Edge of the Universe,2002,0.0,0,True,False,False,False
Tempel,2016,7.0,0,True,False,False,False
Street Fighter,1995,5.9,0,True,False,False,False
In Family We Trust,2018,8.0,0,True,False,False,False
The Naked Truth,2016,6.6,0,True,False,False,False
Premier League Legends,2014,0.0,0,True,False,False,False
The Dearest Lady,2015,6.4,0,True,False,False,False
Masha's Tales,2016,0.0,0,True,False,False,False
Cloudy with a Chance of Meatballs,2017,3.3,0,True,False,False,False
Corazón Valiente,2017,0.0,0,True,True,False,False
Back Street Girls: Goku Dolls,2018,6.6,0,True,False,False,False
Battlefield Recovery,2016,6.5,0,True,False,True,False
Non Summit,2014,7.2,0,True,False,False,False
Green Door,2019,6.1,0,True,False,False,False
Nailed It! Germany,2020,5.6,0,True,False,False,False
Ruta 35,2016,7.4,0,True,False,False,False
After the Raves,2016,5.9,0,True,False,False,False
Simon,1995,7.3,0,True,False,False,False
Daughters of Destiny,2017,0.0,0,True,False,False,False
Monty Python's Best Bits (mostly),2014,7.5,0,True,False,False,False
Cooking on High,2018,4.9,0,True,False,False,False
What's for Sale? With a View,2015,6.8,0,True,False,False,False
Ella the Elephant,2013,0.0,0,True,False,False,False
Inside the Freemasons,2017,5.5,0,True,False,False,False
Stand Up and Away! with Brian Regan,2018,5.8,0,True,False,False,False
Poh & Co,2015,7.4,0,True,False,False,False
The Cravings,2017,7.2,0,True,False,False,False
ARASHI's Diary -Voyage-,2019,6.0,0,True,False,False,False
Styling Hollywood,2019,7.3,0,True,False,False,False
The Crime,2015,6.2,0,True,False,False,False
Mega Builders,2010,7.0,0,True,False,False,False
Edha,2018,4.7,0,True,False,False,False
Hidden Singer,2012,6.2,0,True,False,False,False
Cold Water Cowboys,2015,6.9,0,True,False,False,False
StoryBots Super Songs,2016,8.4,0,True,False,False,False
Alien Deep with Bob Ballard,2012,6.7,0,True,False,False,False
Love At Seventeen,2016,6.4,0,True,False,False,False
"Food, Booze & Tattoos",2015,7.0,0,True,False,False,False
Nailed It! Mexico,2019,6.3,0,True,False,False,False
Pororo the Little Penguin,2003,5.8,0,True,True,True,False
Winsanity,2016,6.1,0,True,False,False,False
YooHoo to the Rescue,2019,6.6,0,True,False,False,False
Llama Llama,2018,6.1,0,True,False,False,False
Care Bears: Welcome to Care-a-Lot,2012,5.4,0,True,False,False,False
Monkey Twins,2018,7.6,0,True,False,False,False
Richie Rich,2015,3.2,0,True,False,False,False
Bad Trips Abroad,2013,5.1,0,True,False,False,False
Auntie Duohe,2009,8.5,0,True,False,False,False
El Vato,2016,6.7,0,True,False,False,False
Dariba Diaries,2014,7.0,0,True,False,False,False
Justin Time,2011,6.7,0,True,False,False,False
Devlok with Devdutt Pattanaik,2015,8.1,0,True,False,False,False
Buddi,2020,8.2,0,True,False,False,False
Top 10 Architecture,2016,7.0,0,True,False,False,False
Lookalikes,2016,6.2,0,True,False,False,False
Ponysitters Club,2018,6.7,0,True,False,False,False
The Ollie & Moon Show,2017,8.2,0,True,False,False,False
Vai Anitta,2018,5.3,0,True,False,False,False
P. King Duckling,2018,6.2,0,True,False,False,False
Lion Pride,2017,7.3,0,True,False,False,False
Love and Fortune,2018,7.5,0,True,False,False,False
Women Behind Bars,2008,6.5,0,True,False,False,False
Oh Yuck!,2017,7.4,0,True,False,False,False
Bible's Buried Secrets,2011,5.2,0,True,False,False,False
Emergency,2015,7.5,0,True,False,False,False
Fifty,2017,8.5,0,True,False,False,False
Psiconautas,2015,7.0,0,True,False,False,False
Station Horizon,2015,7.2,0,True,False,False,False
The Sound of Your Heart: Reboot,2018,5.6,0,True,False,False,False
Maya the Bee,2013,5.7,0,True,False,False,False
I Am Me!,2015,8.2,0,True,False,False,False
Unplanned America,2014,7.8,0,True,False,True,False
Care Bears and Cousins,2015,6.7,0,True,False,False,False
H2O - Abenteuer Meerjungfrau,2015,6.0,0,True,False,False,False
Prince of Peoria,2018,5.4,0,True,False,False,False
Hunters of the South Seas,2015,8.1,0,True,False,False,False
Whisker Wars,2011,5.4,0,True,False,False,False
Harvey Street Kids,2018,6.1,0,True,False,False,False
LEGO Elves,2017,6.5,0,True,False,False,False
Chuck & Danny's Road Trip,2017,6.9,0,True,False,False,False
Serial Killer with Piers Morgan,2017,3.7,0,True,False,False,False
Scams,2019,6.2,0,True,False,False,False
Martin Clunes: A Man and His Dogs,2008,7.9,0,True,False,False,False
Sadqay Tumhare,2014,7.4,0,True,False,False,False
Rebel Without a Kitchen,2013,5.6,0,True,False,False,False
Scaredy Squirrel,2011,4.1,0,True,False,False,False
True and the Rainbow Kingdom,2017,6.9,0,True,False,False,False
Yoko,2016,7.1,0,True,False,False,False
Larva,2011,7.4,0,True,False,False,False
The Bear Family and Me,2011,8.2,0,True,False,False,False
ID-0,2017,6.0,0,True,False,False,False
Super 4,2014,7.1,0,True,False,False,False
Tayo the Little Bus,2010,5.5,0,True,True,True,False
Bo on the Go!,2007,5.2,0,True,False,False,False
Small Shots,2017,7.0,0,True,False,False,False
Backroad Bounty,2014,7.6,0,True,False,False,False
Cloroformo,2012,7.5,0,True,False,False,False
Droppin' Cash: Los Angeles,2018,3.5,0,True,False,False,False
Strong Woman Do Bong Soon,2017,0.0,0,True,False,False,False
Against the Tide,2014,7.7,0,True,False,False,False
Littlest Pet Shop: A World of Our Own,2018,6.4,0,True,False,False,False
The Outsiders,2004,7.4,0,True,False,False,False
Office Girls,2011,6.6,0,True,False,False,False
Mega Food,2019,6.5,0,True,False,False,False
Cabins in the Wild with Dick Strawbridge,2017,6.6,0,True,False,False,False
Ask the Doctor,2017,6.5,0,True,False,False,False
Cocaine,2005,7.0,0,True,False,False,False
Black Crows,1983,4.4,0,True,False,False,False
Inside the Mind of a Serial Killer,2015,0.0,0,True,False,True,False
Commandos,2013,6.6,0,True,False,False,False
Jusqu'à l'Aube,2020,3.4,0,True,False,False,False
Driven to Kill,2014,6.4,0,True,False,False,False
Hairy Bikers: Chicken & Egg,2016,6.6,0,True,False,False,False
Dwelling Narrowness,2009,7.3,0,True,False,False,False
Transformers: Rescue Bots Academy,2019,6.8,0,True,False,False,False
Nailed It! Spain,2019,5.4,0,True,False,False,False
Poppy Cat,2013,5.1,0,True,False,False,False
Happy 300 Days,2013,4.3,0,True,False,False,False
Miss Rose,2012,6.0,0,True,False,False,False
Russell Peters vs. the World,2013,5.5,0,True,False,False,False
Jojo's World,2017,7.5,0,True,False,False,False
The Truth Seekers,2016,7.5,0,True,False,False,False
Invizimals,2014,5.0,0,True,False,False,False
Part-Time Idol,2017,7.2,0,True,False,False,False
Secrets of the SAS: In Their Own Words,2016,7.8,0,True,False,False,False
Tech Toys 360,2011,8.3,0,True,False,False,False
Life Plan A and B,2017,7.6,0,True,False,False,False
When I See You Again,2015,7.1,0,True,False,False,False
Operation Proposal,2012,6.6,0,True,False,False,False
Vinnie Jones' Toughest Cops,2009,7.0,0,True,False,True,False
Tip the Mouse,2014,6.5,0,True,False,False,False
Easy Fortune Happy Life,2009,5.6,0,True,False,False,False
Mary Portas: Secret Shopper,2011,6.6,0,True,False,True,False
Motorway Cops,2008,6.2,0,True,False,False,False
Gordon Buchanan: Elephant Family & Me,2016,7.7,0,True,False,False,False
Borges Importadora,2018,6.2,0,True,False,False,False
Splash and Bubbles,2016,6.3,0,True,False,False,False
Unriddle,2012,7.6,0,True,False,False,False
Yours Fatefully,2012,6.5,0,True,False,False,False
Buy Herself,2012,6.2,0,True,False,False,False
Hey Qween,2018,5.8,0,True,False,True,False
Sammy & Co,2014,5.8,0,True,False,False,False
YooHoo & Friends (US),2012,6.1,0,True,False,False,False
Emogenius,2017,3.8,0,True,False,False,False
Chip and Potato,2018,6.9,0,True,False,False,False
Love Me Or Leave Me,2012,5.6,0,True,False,False,False
The Land of Hypocrisy,2018,7.3,0,True,False,False,False
LEGO Friends: Girls on a Mission,2018,7.0,0,True,False,True,False
Restaurant Australia,2015,6.0,0,True,False,False,False
Sports on Fire,2015,7.6,0,True,False,False,False
Yummy Mummies,2017,4.0,0,True,False,False,False
Robozuna,2018,6.0,0,True,False,False,False
Baby Animals in the Wild,2015,7.7,0,True,False,False,False
Chasing Cameron,2016,3.6,0,True,False,False,False
The Could’ve-Gone-All-the-Way Committee,2018,7.1,0,True,False,False,False
Towies,2018,0.0,0,True,False,False,False
Juana Brava,2015,7.1,0,True,False,False,False
Pinky Malinky,2019,5.6,0,True,False,False,False
Kibaoh Klashers,2017,5.9,0,True,False,False,False
Kulipari: An Army of Frogs,2016,6.9,0,True,False,False,False
Robot Trains,2017,5.4,0,True,False,True,False
Tornado Hunters,2014,5.6,0,True,False,False,False
Kahi Suni,2015,6.7,0,True,False,False,False
"Lady, La Vendedora de Rosas",2016,0.0,0,True,False,False,False
Empty,2008,6.7,0,True,False,False,False
Wanda and the Alien,2014,6.5,0,True,False,False,False
Bromance,2008,2.6,0,True,False,False,False
Made in Mexico,2018,4.0,0,True,False,False,False
Spy Kids: Mission Critical,2018,4.6,0,True,False,False,False
Masha's Spooky Stories,2014,5.0,0,True,False,False,False
UFOs: The Best Evidence Ever (Caught on Tape),1997,5.6,0,True,False,False,False
Life on Location,2009,7.5,0,True,False,False,False
Kulipari: Dream Walker,2018,7.3,0,True,False,False,False
Wreck Trek,2013,4.8,0,True,False,False,False
Luna Petunia,2016,6.4,0,True,False,False,False
Тобот,2010,6.2,0,True,False,True,False
Stay Tuned!,2019,8.0,0,True,False,False,False
Goodbye Dear Wife,2012,6.5,0,True,False,False,False
Trek: Spy on the Wildebeest,2007,7.8,0,True,False,False,False
Stretch Armstrong & the Flex Fighters,2017,6.5,0,True,False,False,False
Gorilla Family & Me,2015,8.2,0,True,False,False,False
Wild Ones,2014,7.0,0,True,False,False,False
License To Drill Louisiana,2014,6.5,0,True,False,False,False
Ex-Boyfriend,2011,7.1,0,True,False,False,False
"Everyday Miracles: The Genius of Sofas, Stockings and Scanners",2014,7.5,0,True,False,False,False
Great Wild North,2015,5.4,0,True,False,False,False
Way Back into Love,2011,7.0,0,True,False,False,False
Love Cuisine,2015,8.1,0,True,False,False,False
The Bomb Squad,2011,7.6,0,True,False,False,False
Darr Sabko Lagta Hai,2016,6.1,0,True,False,False,False
The Drunk and On Drugs Happy Funtime Hour,2011,5.1,0,True,False,False,False
The Sporting Mavericks,2016,6.5,0,True,False,False,False
Leo & Tig,2017,6.8,0,True,False,False,False
Inborn Pair,2011,6.9,0,True,False,False,False
The Future of Water,2007,7.6,0,True,False,False,False
Wild Australia with Ray Mears,2016,7.1,0,True,False,False,False
Luo Bao Bei,2018,7.2,0,True,False,False,False
La Rosa de Guadalupe,2011,0.0,0,True,False,False,False
Top Grier,2016,5.6,0,True,False,False,False
The Garden of Heaven,2011,8.0,0,True,False,False,False
The Miracle,2016,6.2,0,True,False,False,False
Britain's Horror Homes,2015,5.1,0,True,False,False,False
OH NO! It's An Alien Invasion,2013,5.5,0,True,False,False,False
Momo Salon,2014,0.0,0,True,False,True,False
Space Dealers,2019,6.7,0,True,False,False,False
Tjovitjo,2017,4.8,0,True,False,False,False
Extreme Animal Obsessions,2013,5.0,0,True,False,False,False
Inst@famous,2018,3.6,0,True,False,False,False
Screenland,2017,6.8,0,True,False,False,False
Who's The One,2011,7.4,0,True,False,False,False
Angel 'N' Devil,2014,4.9,0,True,False,False,False
The Quon Dynasty,2011,6.1,0,True,False,False,False
La Esclava Blanca,2016,0.0,0,True,False,False,False
Fabulosas Flores,2015,7.7,0,True,False,False,False
Entangled,2014,6.5,0,True,False,False,False
Jimmy: The True Story of a True Idiot,2018,6.4,0,True,False,False,False
Footprints,2013,5.8,41,True,False,False,False
Maharakshak Devi,2015,6.4,0,True,False,False,False
Treehouse Detectives,2018,6.8,0,True,False,False,False
Immortal Classic,2012,0.0,0,True,False,False,False
Vroomiz,2012,4.9,0,True,False,True,False
Bottersnikes & Gumbles,2016,5.1,0,True,False,False,False
Marching Orders,2018,5.9,0,True,False,False,False
Atomic Puppet,2016,5.1,0,True,False,False,False
阳关道,2018,3.1,0,True,False,False,False
Fangbone!,2016,5.6,0,True,False,False,False
Money for Nothing,2013,5.9,0,True,False,False,False
Les Minijusticiers,2008,5.9,0,True,False,False,False
Stunt Science,2018,4.6,0,True,False,False,False
Iron Ladies,2018,6.0,0,True,False,False,False
Love for Ten: Generation of Youth,2013,6.4,0,True,False,False,False
Slum Survivors,2014,4.4,0,True,False,False,False
Save our Shelter,2015,7.5,0,True,False,False,False
Operation Gold Rush with Dan Snow,2016,6.5,0,True,False,False,False
Love Around,2013,0.0,0,True,False,False,False
My Hotter Half,2017,3.8,0,True,False,False,False
The Big Ward,2016,0.0,0,True,False,False,False
Changing Seas,2009,6.6,0,True,False,False,False
Great World Hotels,2012,3.2,0,True,False,False,False
Baby Ballroom: The Championship,2007,6.1,0,True,False,False,False
Hive Alive,2014,7.9,0,True,False,False,False
Chico Bon Bon: Monkey with a Tool Belt,2020,7.9,0,True,False,False,False
Be With You,2015,1.0,0,True,False,False,False
Gonul,2017,0.0,0,True,False,False,False
Zona Rosa,2019,5.8,0,True,False,False,False
Jumping Girl,2015,5.2,0,True,False,False,False
Bangkok Love Stories: Hey You!,2018,7.0,0,True,False,False,False
Monster Math Squad,2012,5.0,0,True,False,False,False
"Gunpowder, Treason and Plot",2001,7.1,0,True,False,False,False
The Outstanding Woman,2014,5.3,0,True,False,False,False
Dragons: Race to the Edge,2016,0.0,0,True,False,False,False
Grami's Circus Show,2014,5.1,0,True,False,False,False
Natural Born Hustlers: The Hunger Hustlers,2016,8.0,0,True,False,False,False
Game Winning Hit,2009,1.8,0,True,False,False,False
Compete to Eat,2013,4.7,0,True,False,False,False
Shopkins,2014,3.2,0,True,False,False,False
Sammy & Bella's Kitchen Rescue,2017,4.7,0,True,False,False,False
True: Terrific Tales,2020,0.0,0,True,False,False,False
Selling Houses with Sarah Beeny,2014,7.1,0,True,False,False,False
Rescue Mediums,2006,5.0,0,True,False,False,False
The Day My Butt Went Psycho!,2013,3.2,0,True,False,False,False
I Own Britain's Best Home,2008,6.3,0,True,False,False,False
Harry & Bunnie,2017,4.0,0,True,False,False,False
Real Rescues,2007,0.0,0,True,False,False,False
Six Puppies and Us,2015,6.8,0,True,False,False,False
Kate and Mim-Mim,2014,0.0,0,True,False,False,False
Power Battle Watch Car,2016,0.0,0,True,False,True,False
Learning Time with Timmy,2018,5.5,0,True,False,False,False
Islands of the Future,2016,6.8,0,True,False,False,False
The Great British Baking Show: Holidays,2016,0.0,0,True,False,False,False
Hoy Soy Nadie,2014,6.1,0,True,False,False,False
Las Muñecas de la Mafia,2014,0.0,0,True,False,False,False
