Title,Year,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+
Obsession: Dark Desires,2014,7.4,0,False,True,False,False
Hakuoki -Demon Of The Fleeting Blossom-,2010,7.4,0,False,True,False,False
Webster,1983,5.7,0,False,True,False,False
Ellen's Game of Games,2017,5.6,0,False,True,False,False
Diesel Brothers,2016,6.6,0,False,True,False,False
Feed the Beast,2016,6.7,23,False,True,False,False
Handy Manny,2006,5.5,0,False,True,False,True
Amagi Brilliant Park,2014,7.0,0,False,True,False,False
Coupling,2000,3.6,0,False,True,False,False
Treehouse Masters,2013,7.3,0,False,True,False,False
My Favorite Martian,1963,7.3,0,False,True,False,False
The Strange Calls,2012,7.4,0,False,True,False,False
Are You Smarter Than a 5th Grader?,2007,4.9,0,False,True,False,False
Taken at Birth,2019,8.3,0,False,True,False,False
Monster Rancher,1999,7.1,0,False,True,True,False
Blue Dragon,2007,6.3,0,False,True,False,False
The Bisexual,2018,6.0,92,False,True,False,False
Yu-Gi-Oh! 5D's,2008,6.7,0,False,True,True,False
Alvinnn!!! and The Chipmunks,2015,4.5,0,False,True,False,False
Little Women: Atlanta,2016,5.1,0,False,True,False,False
Beat Bobby Flay,2014,6.3,0,False,True,False,False
Saints & Sinners,2016,7.3,0,False,True,False,False
Ask This Old House,2002,7.6,0,False,True,False,False
The Dude Perfect Show,2016,6.6,0,False,True,False,False
頭文字D First Stage,1998,8.4,0,False,True,False,False
Bong Appétit,2016,8.0,0,False,True,False,False
Arliss,1996,7.0,0,False,True,False,False
Watch Over Me,2006,6.4,0,False,True,False,False
Rosa Diamante,2012,8.3,0,False,True,False,False
Seed,2013,5.6,67,False,True,False,False
Black Blood Brothers,2006,7.1,0,False,True,False,False
Heartstrings,2011,7.2,0,False,True,False,False
The Impostor,2014,7.8,0,False,True,False,False
Tiger & Bunny,2011,7.4,0,False,True,False,False
Behind Bars: Rookie Year,2015,7.7,0,False,True,False,False
The Wall,2016,6.0,0,False,True,False,False
Worth It,2016,8.6,0,False,True,True,False
Flip or Flop,2013,6.1,0,False,True,False,False
L.A. Dragnet,2003,7.1,0,False,True,False,False
Insane Pools: Off the Deep End,2015,7.2,0,False,True,False,False
Sin tetas no hay paraíso,2008,5.6,0,False,True,False,False
Aria the Scarlet Ammo,2011,6.8,0,False,True,False,False
The Last Defense,2018,7.3,0,False,True,False,False
The Gumby Show,1955,7.0,0,False,True,True,False
Still 17,2018,7.8,0,False,True,False,False
Witchblade,2006,7.2,0,False,True,False,False
Madeline,1993,6.9,0,False,True,True,False
Ruyi's Royal Love in the Palace,2018,7.6,0,False,True,True,False
The Romeo Section,2015,6.9,0,False,True,False,False
The Wallflower,2006,7.5,0,False,True,False,False
Little Mosque on the Prairie,2007,5.6,0,False,True,False,False
Curiosity,2011,7.8,0,False,True,True,False
Who Wants to Be a Millionaire,2020,6.1,0,False,True,False,False
Anyone But Me,2009,7.1,0,False,True,True,False
Life and Death Row,2014,8.3,0,False,True,False,False
Matador,2014,5.7,67,False,True,False,False
Threesome,2011,7.6,0,False,True,False,False
Kung Fu Panda: Legends of Awesomeness,2011,6.1,0,False,True,False,False
Undefeated Bahamut Chronicle,2016,6.5,0,False,True,False,False
Conviction,2006,7.0,0,False,True,False,False
High School USA!,2013,6.4,44,False,True,False,False
Cults and Extreme Belief,2018,7.7,0,False,True,False,False
NASA's Unexplained Files,2012,6.7,0,False,True,False,False
Sister Wives,2010,4.3,0,False,True,False,False
Hunderby,2012,7.4,0,False,True,False,False
Australia's Next Top Model,2005,6.0,0,False,True,False,False
Nanny and the Professor,1970,7.1,0,False,True,False,False
I Am Jazz,2015,4.1,0,False,True,False,False
Below the Surface,2017,7.2,0,False,True,False,False
"Rica, Famosa, Latina",2014,5.5,0,False,True,False,False
StarTalk with Neil deGrasse Tyson,2015,7.8,0,False,True,True,False
Total Wipeout,2009,6.0,0,False,True,True,False
Breaking Amish,2012,5.0,0,False,True,False,False
Flying Witch,2016,7.2,0,False,True,False,False
Flea Market Flip,2012,6.6,0,False,True,False,False
No Activity,2015,7.9,0,False,True,False,False
I Spy,1965,7.1,0,False,True,False,False
You Bet Your Life,1947,8.4,0,False,True,False,False
The First 48 Presents: Homicide Squad Atlanta,2019,8.5,0,False,True,True,False
The Hotwives of Orlando,2014,7.4,85,False,True,False,False
Bleak House,1985,7.4,0,False,True,True,False
T.U.F.F. Puppy,2010,5.6,0,False,True,False,False
Sherman's Showcase,2019,5.4,100,False,True,False,False
Wild Things with Dominic Monaghan,2013,8.4,0,False,True,False,False
The Gong Show,1976,7.0,0,False,True,False,False
The Murder of Laci Peterson,2017,7.4,0,False,True,False,False
Casey Anthony: An American Murder Mystery,2017,7.2,0,False,True,False,False
Sherlock Holmes,1954,7.7,0,False,True,False,False
Cake,2019,6.0,0,False,True,False,False
Murder in the Heartland,2017,7.8,0,False,True,False,False
My Strange Addiction,2010,5.7,0,False,True,False,False
Food Network Star,2005,6.3,0,False,True,False,False
Boy Band,2017,5.2,0,False,True,False,False
Dream Corp LLC,2016,7.1,0,False,True,False,False
Astroblast!,2014,6.7,0,False,True,False,False
Here's Lucy,1968,6.9,0,False,True,True,False
1969,2019,6.9,0,False,True,False,False
Celia,2015,8.2,0,False,True,False,False
Too Cute,2011,8.5,0,False,True,False,False
Holiday Baking Championship,2014,7.5,0,False,True,False,False
Senryu Girl,2019,7.0,0,False,True,False,False
Flirty Dancing,2019,6.6,100,False,True,False,False
Hidden Potential,2018,7.3,0,False,True,False,False
Our Cartoon President,2018,5.1,0,False,True,False,False
Cupcake Wars,2010,5.8,0,False,True,False,False
Brothers Conflict,2013,6.1,0,False,True,False,False
Dancing with the Stars,2005,4.4,0,False,True,False,False
Lucas Bros Moving Co,2013,7.0,0,False,True,False,False
Harvey Beaks,2015,7.0,0,False,True,False,False
The Aliens,2016,6.0,0,False,True,False,False
Who The (Bleep) Did I Marry?,2010,6.6,0,False,True,False,False
Brave 10,2012,6.6,0,False,True,False,False
Mischief of the Gods,2014,7.2,0,False,True,False,False
Beautiful Bones: Sakurako’s Investigation,2015,6.9,0,False,True,False,False
Nightmare Next Door,2011,7.1,0,False,True,False,False
Food Paradise,2007,8.0,0,False,True,False,False
The Tesla Files,2018,7.3,0,False,True,True,False
The Librarians,2007,6.9,0,False,True,False,False
The Ambition of Oda Nobuna,2012,6.5,0,False,True,False,False
Dagashi Kashi,2016,6.2,0,False,True,False,False
Blade Dance of Elementalers,2014,6.7,0,False,True,False,False
Caillou,1998,4.1,0,False,True,True,False
Caribbean Life,2014,6.7,0,False,True,False,False
Jodi Arias: An American Murder Mystery,2018,7.0,0,False,True,False,False
Indebted,2020,4.3,25,False,True,False,False
Long Island Medium,2011,4.8,0,False,True,False,False
Kino's Journey: The Beautiful World - The Animated Series,2017,7.1,0,False,True,False,False
Broken Angel,2013,7.1,0,False,True,False,False
Cockroaches,2015,6.2,0,False,True,False,False
Victoria's Secret Fashion Show,1999,8.2,0,False,True,False,False
Tiny House Hunters,2014,6.1,0,False,True,False,False
Jeopardy! The Greatest of All Time,2020,8.6,0,False,True,False,False
Saved by the Bell: The College Years,1993,6.3,9,False,True,False,False
Law & Order True Crime,2017,7.4,0,False,True,False,False
Aoharu x Machinegun,2015,6.6,0,False,True,False,False
Miz & Mrs,2018,6.3,0,False,True,False,False
Your Worst Nightmare,2014,7.0,0,False,True,False,False
Outbreak Company,2013,7.0,0,False,True,False,False
Psychic Detective Yakumo,2010,6.7,0,False,True,False,False
Mythbusters Jr.,2019,6.8,0,False,True,False,False
The Real Housewives of Potomac,2016,4.3,0,False,True,False,False
The Hunt with John Walsh,2014,7.5,0,False,True,False,False
House Hunters Renovation,2012,6.4,0,False,True,False,False
"Neon Joe, Werewolf Hunter",2015,7.2,0,False,True,False,False
Filthy Rich,2016,7.2,0,False,True,False,False
Sanjay and Craig,2013,4.4,0,False,True,False,False
I Love New York,2007,4.5,0,False,True,False,False
Nabari no Ou,2008,6.5,0,False,True,False,False
Mr. D,2012,6.5,0,False,True,False,False
恋と選挙とチョコレート,2012,7.2,0,False,True,False,False
School of Rock,2016,4.3,0,False,True,False,False
Living With Fran,2005,5.8,0,False,True,False,False
The Loop,2006,7.4,0,False,True,False,False
Uta no Prince-sama,2011,6.5,0,False,True,False,False
WITS Academy,2015,5.7,0,False,True,False,False
The Munsters Today,1988,5.3,0,False,True,False,False
Holly Hobbie,2018,6.4,0,False,True,False,False
I Am Cait,2015,3.5,86,False,True,False,False
Basketball Wives LA,2011,4.2,0,False,True,False,False
The New Detectives,1996,7.6,0,False,True,False,False
Cash Cab,2008,7.3,0,False,True,False,False
Marrying Millions,2019,5.7,0,False,True,False,False
To Tell the Truth,2016,6.4,0,False,True,False,False
Property Virgins,2007,6.9,0,False,True,False,False
Negima!,2005,6.1,0,False,True,False,False
Match Game,1973,6.0,0,False,True,True,False
Gap Year,2017,7.0,0,False,True,False,False
Love Connection,2017,0.0,0,False,True,False,False
Wasted,2016,7.4,0,False,True,False,False
The Other Guy,2017,6.8,0,False,True,False,False
Snake City,2014,8.6,0,False,True,False,False
Make It Pop,2015,4.9,0,False,True,False,False
Next Great Baker,2010,5.9,0,False,True,False,False
A Little Late with Lilly Singh,2019,1.7,90,False,True,False,False
Card Captor Sakura: Clear Card,2018,7.9,0,False,True,False,False
I Love Jenni,2011,8.1,0,False,True,False,False
Sex Sent Me to the ER,2013,5.4,0,False,True,True,False
Shark Week,1987,8.1,0,False,True,False,False
Tenchi Muyô! GXP,2002,7.1,0,False,True,False,False
Man Up!,2011,6.6,21,False,True,False,False
My Dead Ex,2018,7.1,0,False,True,False,False
Juana la virgen,2002,5.9,0,False,True,False,False
"Ready, Steady, Wiggle!",2013,8.4,0,False,True,False,False
"The $100,000 Pyramid",2016,6.2,0,False,True,False,False
Gordon Ramsay's Home Cooking,2013,8.5,0,False,True,False,False
Napoleon Dynamite,2012,6.4,25,False,True,False,False
Kaleido Star,2003,7.7,0,False,True,False,False
Soul Eater Not!,2014,5.7,0,False,True,False,False
Part of Me,2014,8.6,0,False,True,False,False
Samurai Harem,2009,5.9,0,False,True,False,False
Tarzán,1991,6.0,0,False,True,False,False
Blade and Soul,2014,6.0,0,False,True,False,False
Late Night with Seth Meyers,2014,6.1,0,False,True,False,False
Paradise Run,2016,6.0,0,False,True,False,False
Rock of Love with Bret Michaels,2007,4.8,0,False,True,False,False
Siblings,2014,7.1,0,False,True,False,False
Safe Harbor,1999,7.3,83,False,True,False,False
Destiny,2014,9.6,0,False,True,False,False
Alguien Te Mira,2010,7.4,0,False,True,False,False
The Millionaire Matchmaker,2008,4.6,0,False,True,False,False
Gugure! Kokkuri-san,2014,7.4,0,False,True,False,False
Scorned: Love Kills,2012,6.8,0,False,True,True,False
Sunnyside,2019,4.9,38,False,True,False,False
Bloque de Búsqueda,2016,7.8,0,False,True,False,False
"Pinky, Elmyra & the Brain",1998,5.8,0,False,True,False,False
Britain's Best Home Cook,2018,7.8,0,False,True,False,False
Aquarion,2005,6.6,0,False,True,False,False
Til Death Do Us Part,2019,6.6,0,False,True,False,False
Children of the Snow,2019,7.3,0,False,True,False,False
Major Lazer,2015,7.5,0,False,True,False,False
The Adventures of Paddington Bear,1997,7.1,0,False,True,False,False
Miles from Tomorrowland,2015,6.7,0,False,True,False,False
The Killer Speaks,2013,7.4,0,False,True,False,False
Flavor of Love,2006,4.5,0,False,True,False,False
The Tower of Druaga: The Aegis of Uruk,2008,6.8,0,False,True,False,False
Fresh Off the Boat,2012,7.9,0,False,True,False,False
Basilisk,2005,4.6,0,False,True,False,False
Stars Align,2019,7.0,0,False,True,False,False
American Gladiators,2008,5.6,0,False,True,False,False
Bridezillas,2004,3.9,0,False,True,False,False
The Chew,2011,5.2,0,False,True,False,False
The History of Comedy,2017,7.8,0,False,True,False,False
Metástasis,2014,2.5,0,False,True,False,False
The Awesomes,2013,7.3,0,False,True,False,False
Cake Wars,2015,6.1,0,False,True,False,False
Sheriff Callie's Wild West,2013,6.4,0,False,True,False,True
Nutri Ventures – The Quest for the 7 Kingdoms,2013,7.3,0,False,True,False,False
Endlings,2020,4.1,0,False,True,False,False
The Riveras,2016,6.9,0,False,True,False,False
Beat Shazam,2017,6.1,0,False,True,False,False
Wicked Tuna: Outer Banks,2014,6.5,0,False,True,False,False
Fugget About It,2012,5.8,0,False,True,False,False
Side Effects,2013,7.4,0,False,True,False,False
Property Brothers: Buying and Selling,2012,7.1,0,False,True,False,False
The High Fructose Adventures of Annoying Orange,2012,2.0,0,False,True,True,False
.hack,2002,6.9,18,False,True,False,False
Toopy and Binoo,2005,6.8,0,False,True,False,False
Guidance,2015,5.7,0,False,True,False,False
The Menendez Murders: Erik Tells All,2017,7.5,0,False,True,False,False
Chopped Junior,2015,6.6,0,False,True,False,False
Max Steel,2000,6.2,0,False,True,False,False
"Demon Lord, Retry!",2019,6.6,0,False,True,False,False
Tarzan: The Epic Adventures,1996,6.6,0,False,True,False,False
Stacked,2005,6.0,0,False,True,False,False
The Cisco Kid,1950,7.3,0,False,True,False,False
Special A,2008,7.3,0,False,True,True,False
Beachfront Bargain Hunt,2013,6.7,0,False,True,False,False
60 Days In: Narcoland,2019,5.1,0,False,True,False,False
Uncle Grandpa,2013,4.2,0,False,True,False,False
David Copperfield,1966,7.3,0,False,True,True,False
Azur Lane,2019,5.7,0,False,True,False,False
Crimes of the Century,2013,7.2,0,False,True,False,False
The Kennedys,2015,7.2,0,False,True,False,False
Kids Behind Bars: Life or Parole,2019,6.8,0,False,True,True,False
Spartan: Ultimate Team Challenge,2016,5.7,0,False,True,False,False
VICE Investigates,2019,6.2,0,False,True,False,False
Swiss Family Robinson,1974,7.0,0,False,True,True,False
Hayate the Combat Butler,2007,6.9,0,False,True,False,False
Four Weddings,2009,5.4,0,False,True,False,False
Special 7: Special Crime Investigation Unit,2019,6.3,0,False,True,False,False
Extreme Homes,2012,7.0,0,False,True,False,False
El Mariachi,2014,8.0,0,False,True,False,False
What on Earth?,2015,5.8,0,False,True,False,False
The Real Housewives of Miami,2011,2.9,0,False,True,False,False
Fujiko,2015,9.0,0,False,True,False,False
Hakumei and Mikochi,2018,7.3,0,False,True,False,False
Coppelion,2013,6.1,0,False,True,False,False
Flavor of Love Girls: Charm School,2007,5.8,0,False,True,False,False
WWE Main Event,2012,6.5,0,False,True,False,False
Hello Kitty's Furry Tale Theater,1987,6.2,0,False,True,False,False
"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job.",2013,6.4,0,False,True,False,False
Dead Boss,2012,6.6,0,False,True,False,False
Sydney Sailboat,2015,7.9,0,False,True,False,False
Veni Vidi Vici,2017,5.9,0,False,True,False,False
Dies Irae,2017,5.4,0,False,True,False,False
1990s: The Deadliest Decade,2018,7.9,0,False,True,False,False
Afterlost,2019,5.5,0,False,True,False,False
Survival School,2008,7.0,0,False,True,False,False
Toddlers & Tiaras,2009,1.8,0,False,True,True,False
The Golden State Killer: It's Not Over,2018,6.9,0,False,True,False,False
"Golan, The Insatiable",2013,6.8,0,False,True,False,False
Kidô senshi Gandamu: The Origin I - Aoi hitomi no kyasubaru,2015,7.5,0,False,True,False,False
Divorce Court,1999,4.1,0,False,True,False,False
Hitler's Last Stand,2018,0.0,0,False,True,False,False
Mental Samurai,2019,6.1,0,False,True,False,False
Chio's School Road,2018,7.3,0,False,True,False,False
The Furchester Hotel,2014,6.8,0,False,True,False,False
Stone Quackers,2014,6.7,0,False,True,False,False
Garo: The Animation,2014,6.7,0,False,True,False,False
Mrs. Piggle-Wiggle,1994,6.7,0,False,True,False,False
Pinky Dinky Doo,2006,6.3,0,False,True,False,False
Sea Rescue,2012,8.8,0,False,True,True,False
Nightcap,2016,4.9,0,False,True,False,False
Abandoned,2012,0.0,0,False,True,False,False
Spoilers,2012,6.8,0,False,True,False,False
Henry Hugglemonster,2013,5.2,0,False,True,False,True
Love Thy Neighbor,2013,4.2,0,False,True,False,False
Love Daily,2018,6.7,0,False,True,False,False
Mighty Magiswords,2015,4.9,0,False,True,False,False
Hang Ups,2018,6.3,0,False,True,False,False
Urara Meirocho,2017,7.3,0,False,True,False,False
Mad Mad House,2004,7.2,0,False,True,False,False
"Ruff-Ruff, Tweet and Dave",2015,7.6,0,False,True,False,False
Inside the NFL,1977,6.9,0,False,True,False,False
Girls Beyond the Wasteland,2016,5.2,0,False,True,False,False
Biography: The Trump Dynasty,2019,6.9,0,False,True,False,False
Special Forces,2012,9.0,0,False,True,False,False
Forged in Fire: Knife or Death,2018,6.1,0,False,True,False,False
All Night,2018,5.6,0,False,True,False,False
The Return,2013,7.3,0,False,True,False,False
Bajo el Mismo Cielo,2015,7.9,0,False,True,False,False
Chandra Levy: An American Murder Mystery,2017,6.3,0,False,True,False,False
NY-LON,2004,7.5,0,False,True,False,False
Dama y Obrero,2013,7.7,0,False,True,False,False
Infinite Dendrogram,2020,6.5,0,False,True,False,False
Sorcerous Stabber Orphen,2020,6.5,0,False,True,False,False
Behind the Mask,2013,7.2,0,False,True,False,False
Breadwinners,2005,2.4,0,False,True,False,False
My Super Sweet 16,2005,1.8,0,False,True,False,False
The Proposal,2018,1.8,0,False,True,False,False
To Catch a Smuggler,2012,6.8,0,False,True,False,False
Pamela Smart: An American Murder Mystery,2018,6.6,0,False,True,False,False
Murder on the Internet,2017,7.2,0,False,True,True,False
Zou,2012,7.1,0,False,True,False,False
Get Ace,2014,8.3,0,False,True,False,False
Barefoot Contessa: Back to Basics,2002,7.4,0,False,True,False,False
How The Earth Works,2013,7.2,0,False,True,False,False
BEM,2019,5.9,0,False,True,False,False
Dead By Dawn,2019,7.0,0,False,True,False,False
The Case That Haunts Me,2018,7.5,0,False,True,False,False
Kojak,2005,5.4,33,False,True,False,False
Jamie's Quick & Easy Food,2017,8.4,0,False,True,False,False
Meet the Press,1947,5.5,0,False,True,False,False
Cruel Love,2010,6.6,0,False,True,False,False
Gigantor,1963,6.9,0,False,True,False,False
The Boonies,2016,7.0,0,False,True,False,False
Charlie Rose,1991,7.5,0,False,True,False,False
Mickey's 90th Spectacular,2018,7.0,0,False,True,False,False
"Wiggle, Wiggle, Wiggle",2018,6.2,0,False,True,False,False
Wives with Knives,2012,6.6,0,False,True,False,False
Big Block SingSong,2012,0.0,0,False,True,False,False
Dreamland,2014,4.7,0,False,True,False,False
Kendra on Top,2012,3.8,0,False,True,False,False
Beach Hunters,2016,4.6,0,False,True,False,False
The Powerpuff Girls,2016,3.6,0,False,True,False,False
Home Free,2015,7.0,0,False,True,False,False
The Dating Guy,2009,3.4,0,False,True,False,False
Mix: Meisei Story,2019,7.3,0,False,True,False,False
Daisy of Love,2009,4.5,0,False,True,False,False
After School Dice Club,2019,6.5,0,False,True,False,False
The Young Turks,2005,5.5,0,False,True,True,False
Hungry Henry,2014,9.5,0,False,True,False,False
A3! Season Spring & Summer,2020,5.6,0,False,True,False,False
The Interrogation Room,2018,7.7,0,False,True,False,False
Planet Sheen,2010,3.0,0,False,True,False,False
Good Morning America,1975,4.6,0,False,True,False,False
What Just Happened??! with Fred Savage,2019,4.2,67,False,True,False,False
ABC World News,1978,5.8,0,False,True,False,False
Twisted Sisters,2018,6.4,0,False,True,False,False
Phenoms,2018,7.3,0,False,True,False,False
The Last Days of Phil Hartman,2019,7.8,0,False,True,False,False
ClassicaLoid,2016,6.4,0,False,True,False,False
Runaways,2012,7.8,0,False,True,False,False
Many Sides of Jane,2019,5.6,0,False,True,False,False
Cooks vs. Cons,2016,5.2,0,False,True,False,False
Smile at the Runway,2020,7.0,0,False,True,False,False
Gensomaden Saiyuki,2000,7.4,0,False,True,False,False
Black Market: Dispatches,2016,7.8,0,False,True,False,False
WTF Baron Davis,2019,7.5,0,False,True,False,False
Container Homes,2016,6.5,0,False,True,False,False
Kourtney & Khloé Take the Hamptons,2014,3.6,0,False,True,False,False
Holiday Magic,2017,7.0,0,False,True,False,True
Truth & Iliza,2017,5.3,0,False,True,False,False
Blood Runs Cold,2018,7.3,0,False,True,False,False
Place to Place,2012,6.6,0,False,True,False,False
To LOVEる -とらぶる- ダークネス2nd,2012,7.1,0,False,True,False,False
L.A. Hair,2012,6.2,0,False,True,False,False
My Knight and Me,2016,4.4,0,False,True,False,False
205 Live,2016,7.1,0,False,True,False,False
Steve Harvey's Funderdome,2017,7.0,0,False,True,False,False
Nightwatch Nation,2018,0.0,0,False,True,False,False
Nightline,1980,5.6,0,False,True,False,False
Life of Kylie,2017,3.5,0,False,True,False,False
Showtime at the Apollo,1987,5.5,0,False,True,False,False
Mother Up!,2013,4.5,0,False,True,False,False
Nostradamus Effect,2009,5.1,0,False,True,False,False
American Scandals,2015,8.4,0,False,True,False,False
Eva La Trailera,2017,7.2,0,False,True,False,False
Jim Henson Presents Mother Goose Stories,1990,7.8,0,False,True,False,False
American Greed: The Fugitives,2012,8.0,0,False,True,False,False
Man Finds Food,2015,7.4,0,False,True,False,False
Ancient Top 10,2016,7.7,0,False,True,False,False
The Great Christmas Light Fight,2013,6.3,0,False,True,False,False
Kids Say the Darndest Things,2019,3.1,0,False,True,False,False
The Show Must Go On: The Queen + Adam Lambert Story,2019,8.5,0,False,True,False,False
Alien Encounters,2012,6.2,0,False,True,False,False
Close Up with The Hollywood Reporter,2015,6.9,0,False,True,False,False
Ellen's Greatest Night of Giveaways,2019,6.3,0,False,True,False,False
Open Door,2019,6.0,0,False,True,False,False
Star Wars Galaxy's Edge: Adventure Awaits,2019,6.3,0,False,True,False,False
Larry King Now,2013,5.6,0,False,True,False,False
Bloomberg Game Changers,2010,7.8,0,False,True,False,False
WWE Superstars,2009,5.8,0,False,True,False,False
Ranger Rob,2016,6.2,0,False,True,False,False
Psychic Investigators,2006,7.2,0,False,True,True,False
Where is Elisa?,2010,7.3,0,False,True,False,False
Home Town,2017,0.0,0,False,True,False,False
Iconic Characters,2018,7.0,0,False,True,True,False
Zorro the Chronicles,2015,6.9,0,False,True,False,False
New York Goes to Work,2009,4.9,0,False,True,True,False
Finding Escobar's Millions,2017,3.9,0,False,True,False,False
Cultureshock,2018,6.5,0,False,True,False,False
Outsmarted,2017,7.9,0,False,True,True,False
The Paynes,2018,4.5,0,False,True,False,False
Behind Closed Doors,2011,7.1,0,False,True,False,False
Chloe's Closet,2010,6.7,0,False,True,True,False
Natalie Wood: An American Murder Mystery,2018,6.4,0,False,True,False,False
Rin-ne,2015,6.6,0,False,True,False,False
Dead Again,2014,7.2,0,False,True,False,False
The Untold Story,2019,7.2,0,False,True,False,False
Puppy Bowl,2005,0.0,0,False,True,False,False
Woman,2016,7.2,0,False,True,False,False
Los Caballeros Las Prefieren Brutas,2011,0.0,0,False,True,False,False
The Wildlife Docs,2013,8.5,0,False,True,False,False
Dot.,2016,6.8,0,False,True,False,False
A Day in the Life,2011,5.7,0,False,True,False,False
Out There with Jack Randall,2019,6.9,0,False,True,False,True
Fox News Sunday,1996,4.3,0,False,True,False,False
Making a Model with Yolanda Hadid,2018,6.5,0,False,True,False,False
The Burger Show,2018,7.2,0,False,True,False,False
En La Boca Del Lobo,2014,0.0,0,False,True,False,False
Terrific Trucks,2016,5.6,0,False,True,False,False
Bakers vs. Fakers,2016,6.5,0,False,True,False,False
Chiquis N'Control,2012,7.4,0,False,True,False,False
CNBC Originals,2003,0.0,0,False,True,False,False
LA Story,2014,6.4,0,False,True,False,False
"Tengo Talento, Mucho Talento",2012,0.0,0,False,True,False,False
Last Call with Carson Daly,2002,2.9,0,False,True,False,False
Vets Saving Pets,2018,0.0,0,False,True,False,False
The View,1997,2.6,0,False,True,False,False
Tree Fu Tom,2012,5.2,0,False,True,False,False
Nerds and Monsters,2014,5.3,0,False,True,False,False
This Week,1981,5.5,0,False,True,False,False
Deadly Wives,2013,8.2,0,False,True,False,False
Hot Package,2012,6.6,0,False,True,False,False
RocketJump: The Show,2015,7.2,0,False,True,False,False
Fill in the Prank,2017,6.2,0,False,True,False,False
Glam Masters,2018,4.6,0,False,True,False,False
A New Leaf,2019,3.1,0,False,True,False,False
Spin the Wheel,2019,4.8,0,False,True,False,False
The Bravest Knight,2019,5.5,0,False,True,False,False
Born Behind Bars,2017,8.4,0,False,True,False,False
Bobby Flay's Barbecue Addiction,2011,6.4,0,False,True,False,False
The Family Chantel,2019,2.9,0,False,True,False,False
Divided States,2018,6.0,0,False,True,False,False
Malyshariki,2015,7.1,0,False,True,False,False
Grey's Anatomy: B-Team,2018,0.0,0,False,True,False,False
Ladylike,2016,5.9,0,False,True,True,False
Utawarerumono: The False Faces,2015,6.5,0,False,True,False,False
Cold Hearted,2018,6.8,0,False,True,False,False
O.J. Simpson: The Lost Confession?,2018,6.6,0,False,True,False,False
THE REFLECTION,2017,5.9,0,False,True,False,False
Flophouse,2016,5.2,0,False,True,False,False
Joe and Jack,2012,4.9,0,False,True,False,False
America's Cutest,2009,7.2,0,False,True,False,False
Noches con Platanito,2013,5.4,0,False,True,False,False
"Underworld, Inc.",2015,2.1,0,False,True,False,False
Earth Odyssey with Dylan Dreyer,2019,6.9,0,False,True,False,False
UFC Unleashed,2007,7.8,0,False,True,False,False
Rudy Maxas World,2008,8.0,0,False,True,True,False
Egg Birds,2014,0.0,0,False,True,False,False
Jammers,2011,0.0,0,False,True,False,False
Crime Inc.,2010,6.5,0,False,True,True,False
When Sharks Attack,2013,7.0,0,False,True,False,False
Chiro and Friends,2007,7.6,0,False,True,False,False
Doozers,2014,6.3,0,False,True,False,False
Tulli,2011,6.1,0,False,True,False,False
Activate: The Global Citizen Movement,2019,4.9,0,False,True,False,False
Supernoobs,2015,3.5,0,False,True,False,False
CNBC Titans,2010,8.2,0,False,True,False,False
LittleBabyBum,2011,9.0,0,False,True,False,False
Four of a Kind,2011,5.2,0,False,True,False,False
How It Works,2007,8.0,0,False,True,False,False
AwesomenessTV,2013,2.4,0,False,True,False,False
UFC Fight Flashback,2014,8.8,0,False,True,False,False
WWE En Español,2012,8.1,0,False,True,False,False
Atelier Escha & Logy : Alchemists of the Dusk Sky,2014,5.9,0,False,True,False,False
Tiny Beats,2013,0.0,0,False,True,False,False
Consumer 101,2018,4.0,0,False,True,False,False
Sneaker Shopping,2014,7.7,0,False,True,False,False
Dish Nation,2011,4.2,0,False,True,False,False
UFO Conspiracies,2014,0.0,0,False,True,False,False
The Crowned Goddess,2015,7.2,0,False,True,False,False
Los Cowboys,2015,8.6,0,False,True,False,False
Counting On,2015,0.0,0,False,True,False,False
Paint Me a Story,2014,0.0,0,False,True,False,False
Countdown to UFC,2010,8.3,0,False,True,False,False
Day of Gluttony,2014,8.3,0,False,True,False,False
Night Guard,2015,7.7,0,False,True,False,False
El Sexo Débil,2015,0.0,0,False,True,False,False
Redacted Tonight,2014,7.7,0,False,True,False,False
Pressure Cook,2007,7.3,0,False,True,False,False
The Little Rascals Classics,1931,0.0,0,False,True,False,False
Sean in the Wild,2017,7.4,0,False,True,False,False
Hot Gay Comics,2008,4.3,0,False,True,False,False
ABC News Specials,2010,6.0,0,False,True,False,False
Fields of Glory,2004,5.8,0,False,True,False,False
Pasión de Gavilanes,2003,0.0,0,False,True,False,False
Vegimer,2015,0.0,0,False,True,False,False
My Lottery Dream Home,2014,0.0,0,False,True,False,False
Package Deal,2013,3.2,0,False,True,False,False
El Negocio,2014,0.0,0,False,True,False,False
The Happy Days of Garry Marshall,2020,0.0,0,False,True,False,False
HobbyKids Adventures,2019,3.0,0,False,True,False,False
Oliver Discovers,2014,0.0,0,False,True,False,False
Songs & Rhymes,2012,0.0,0,False,True,False,False
Crafty Rafty,2014,0.0,0,False,True,False,False
Drain the Oceans,2018,0.0,0,False,True,False,False
Big Bugs Band,2011,6.0,0,False,True,False,False
Savage Kingdom,2016,0.0,0,False,True,False,False
Zero Punctuation,2014,0.0,0,False,True,False,False
